John 1:31,en,"[{""verse_num"": 31, ""text"": ""And I knew him not: but that he should be made manifest to Israel, therefore am I come baptizing with water.""}]","1. The main theme of John 1:31 is the role of John the Baptist in preparing the way for Jesus Christ, whom he recognizes as the Messiah despite not knowing him previously.","2. In this passage, John the Baptist emphasizes his purpose for baptizing with water: it is to reveal or make manifest Jesus to Israel. The phrase ""I knew him not"" implies that John did not have a personal relationship with Jesus before this encounter. However, through divine revelation, John understands his mission - to prepare people for the coming of the Messiah by baptizing them. This act of baptism with water symbolizes repentance and purification, foreshadowing the spiritual cleansing that Jesus would bring through his teachings and ultimate sacrifice.","3. Related Bible verses include:

   - Isaiah 40:3: ""The voice of him that crieth in the wilderness, Prepare ye the way of the LORD, make straight in the desert a highway for our God."" This verse from the book of Isaiah is a prophecy about a voice crying out in the wilderness to prepare the way for the Lord. In the New Testament, John the Baptist is identified as the fulfillment of this prophecy (Matthew 3:3, Mark 1:3, Luke 3:4-6). The theme of preparation for the coming of the Messiah is shared between these passages.

   - Matthew 3:11: ""I indeed baptize you with water unto repentance: but he that cometh after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Ghost, and with fire."" Here, John the Baptist contrasts his water baptism with the future baptism of the Holy Spirit by Jesus. This verse highlights the significance of Jesus' mission and further illustrates John's role in preparing the people for this spiritual transformation.

   - John 1:29: ""The next day John seeth Jesus coming unto him, and saith, Behold the Lamb of God, which taketh away the sin of the world."" This verse immediately precedes the passage in question and emphasizes John's recognition of Jesus as the sacrificial Lamb of God. This theme of Jesus as the sin-bearer is central to the Christian faith and connects closely with the idea of spiritual cleansing and repentance presented in John 1:31."
John 1:30,en,"[{""verse_num"": 30, ""text"": ""This is he of whom I said, After me cometh a man which is preferred before me: for he was before me.""}]",1. The main theme of John 1:30 is the superiority and preexistence of Jesus Christ over John the Baptist.,"2. In this passage, John the Baptist confirms that Jesus is the one he earlier referred to as ""the one who comes after me"" (NIV), but is actually ""preferred before me"" (NKJV). The Greek word ""proegoumai"" (προηγεῖται) used here implies a sense of priority or precedence. John clarifies this by stating that Jesus was before him, meaning Jesus has a higher status and existed before John. This is consistent with the Christian belief that Jesus is eternal and preexisted all creation (John 1:1-3). John humbly acknowledges his role as a witness to Jesus' ministry and emphasizes that he is not even worthy to untie Jesus' sandals (John 1:27). This passage underscores the deity of Jesus Christ and the subordinate role of John the Baptist in God's plan of salvation.","3. Related Bible verses include:

   - John 1:15: ""John bore witness of him, and cried, saying, This was he of whom I spake, He that cometh after me is preferred before me: for he was before me."" (KJV)
     This verse reiterates the theme of Jesus' superiority and preexistence, further emphasizing John's role as a witness to Jesus' ministry.

   - John 1:29: ""The next day John seeth Jesus coming unto him, and saith, Behold the Lamb of God, which taketh away the sin of the world."" (KJV)
     This verse is thematically related because it also comes from John the Baptist's testimony about Jesus. Here, John identifies Jesus as the Lamb of God who takes away the sins of the world, highlighting Jesus' redemptive role as the Messiah.

   - Philippians 2:5-6: ""Let this mind be in you, which was also in Christ Jesus: Who, being in the form of God, thought it not robbery to be equal with God."" (KJV)
     These verses discuss Jesus' preexistence and divinity, which are central themes in John 1:30. They reveal Jesus' equality with God, further emphasizing His superiority over John the Baptist and all creation."
John 1:32,en,"[{""verse_num"": 32, ""text"": ""And John bare record, saying, I saw the Spirit descending from heaven like a dove, and it abode upon him.""}]",1. The main theme of John 1:32 is the confirmation of Jesus' identity as the Son of God through the descent of the Holy Spirit in the form of a dove. This event signifies the anointing and commissioning of Jesus for His earthly ministry.,"2. A detailed explanation of the meaning and significance:
   This passage describes John the Baptist's testimony regarding the identity of Jesus Christ. John saw the Holy Spirit descending from heaven and resting on Jesus in the form of a dove. This miraculous event served as divine confirmation that Jesus was indeed the Messiah, the Son of God (Matthew 3:16-17; Mark 1:9-11; Luke 3:21-22).

   In biblical symbolism, the dove often represents purity, innocence, and the presence of God (Genesis 8:8-12; Matthew 10:16). The descent of the Holy Spirit in the form of a dove upon Jesus emphasizes His sinless nature and divine anointing for His mission. It also highlights the Trinity, as God the Father speaks, God the Holy Spirit descends, and God the Son stands in the Jordan River (Matthew 3:16-17).

   Furthermore, the phrase ""and it abode upon him"" implies that the Holy Spirit remained with Jesus throughout His earthly ministry, empowering and guiding Him (Isaiah 11:2; Luke 4:1, 14, 18).","3. Related Bible verses:

   a. Matthew 3:16-17 - ""And Jesus, when he was baptized, went up straightway out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit of God descending like a dove, and lighting upon him: And lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased.""
      This passage shares similar themes as it describes the same event from Matthew's perspective. It further emphasizes the Trinity and the divine commissioning of Jesus.

   b. Isaiah 11:2 - ""And the spirit of the LORD shall rest upon him, the spirit of wisdom and understanding, the spirit of counsel and might, the spirit of knowledge and of the fear of the LORD.""
      This verse is related because it speaks of the Spirit of the Lord resting upon a person (Jesus), providing wisdom, understanding, counsel, might, knowledge, and fear of the Lord. These qualities were evident in Jesus' teachings and miracles.

   c. Acts 2:1-4 - ""And when the day of Pentecost was fully come, they were all with one accord in one place. And suddenly there came a sound from heaven as of a rushing mighty wind, and it filled all the house where they were sitting. And there appeared unto them cloven tongues like as of fire, and it sat upon each of them. And they were all filled with the Holy Ghost, and began to speak with other tongues, as the Spirit gave them utterance.""
      This passage is related because it describes the descent of the Holy Spirit in a different form (tongues of fire), but still with the purpose of empowering and guiding believers for their mission."
John 1:33,en,"[{""verse_num"": 33, ""text"": ""And I knew him not: but he that sent me to baptize with water, the same said unto me, Upon whom thou shalt see the Spirit descending, and remaining on him, the same is he which baptizeth with the Holy Ghost.""}]",1. The main theme of this passage is the confirmation of Jesus' identity as the Son of God and the one who baptizes with the Holy Spirit. It also touches on the role of John the Baptist in identifying and preparing the way for Jesus.,"2. In John 1:33, John the Baptist explains how he came to recognize Jesus as the Messiah. He initially states that he did not know Jesus, but was sent to baptize with water. This statement emphasizes John's humility and his understanding of his role in relation to the mission of Jesus.

The significance of this passage lies in the confirmation of Jesus' identity by God the Father. When John saw the Spirit descending and remaining on Jesus, he understood that Jesus was the one who was to baptize with the Holy Spirit. This event marked the beginning of Jesus' public ministry and signified the transfer of God's favor from John the Baptist to Jesus (Matthew 3:13-17).","3. Related Bible verses include:

   - Matthew 3:16-17: ""And Jesus, when he was baptized, went up straightway out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit of God descending like a dove, and lighting upon him: And lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased.""

     This passage shares a similar theme, as it describes the same event of the Spirit descending on Jesus and God the Father affirming Jesus' identity as His beloved Son.

   - Acts 1:4-5: ""And, being assembled together with them, commanded them that they should not depart from Jerusalem, but wait for the promise of the Father, which, saith he, ye have heard of me. For John truly baptized with water; but ye shall be baptized with the Holy Ghost not many days hence.""

     This verse is related because it refers to the baptism with the Holy Spirit, which Jesus would perform, as John the Baptist had foretold in John 1:33. It emphasizes the continuation of Jesus' mission and the outpouring of the Holy Spirit on His followers.

   - John 1:29-30: ""The next day John seeth Jesus coming unto him, and saith, Behold the Lamb of God, which taketh away the sin of the world. This is he of whom I said, After me cometh a man which is preferred before me: for he was before me.""

     This passage is thematically related, as it shows John the Baptist preparing the way for Jesus and recognizing Jesus' divine nature and superiority. It highlights John's role in introducing Jesus to the world and affirming His identity."
यूहन्नाले लेखेको सुसमाचार 1:30,ne,"[{""verse_num"": 30, ""text"": ""\u0924\u094d\u092f\u094b \u0909\u0939\u0940 \u0939\u094b \u091c\u0938\u0915\u094b \u0935\u093f\u0937\u092f\u092e\u093e \u092e\u0948\u0932\u0947 \u092d\u0928\u0947\u0915\u094b \u0925\u093f\u090f\u0901\u0964 \u2018\u090f\u0915\u091c\u0928\u093e \u092a\u0941\u0930\u0941\u0937 \u092e\u0947\u0930\u094b \u092a\u091b\u093f \u0906\u0909\u0928\u0947\u0935\u093e\u0932\u093e \u0939\u0941\u0928\u0941\u0939\u0941\u0928\u094d\u091b \u091c\u094b \u092e\u092d\u0928\u094d\u0926\u093e \u092e\u0939\u093e\u0928 \u0939\u0941\u0928\u0941\u0939\u0941\u0928\u094d\u091b \u0915\u093f\u0928\u092d\u0928\u0947 \u0909\u0939\u093e \u092e\u092d\u0928\u094d\u0926\u093e \u092a\u0939\u093f\u0932\u0947 \u0928\u0948 \u0905\u0938\u094d\u0924\u093f\u0924\u094d\u0935\u092e\u093e \u0939\u0941\u0928\u0941 \u0939\u0941\u0928\u094d\u0925\u094d\u092f\u094b\u0964\u2019""}]",1. यूहannāले लेखेको सुसमाचार 1:30मा मुख्य theme हो जसले प्रथम अस्तित्वमा हुनु हुने महान पुरुषको प्रतिनिधित्व गरिने केही व्यक्ति मेरो पछि आउने छैन जसलाई मैले भनेको थिएँ ।,"2. यहाँ 'महान पुरुष' परिबर्तन रूपमा 'येशू क्रिस्ट' प्रतीत गरिन्छ, जो सृष्टिको शुरुआत मा पहिले थिए र सारा संसारको सृजना-नाश गर्ने सक्षम छन्। यी वाक्यahave यहूदी समाजमा प्रचलित विचार समेत महत्वपूर्ण सन्देश हो, कि येशू क्रिस्ट सबैभन्दा महान हुनुहुन्छ।","3. समान theme र सन्देश अवलोकन गर्न सकिने बाइबल सन्देशहरू:

- उत्पत्तिको पुस्तक 1:1-3: यहवे, सबैभन्दा बड़ा सिद्ध हुनुहुन्छ जसले सबै कुराहरू बनाउनु हुन्थ्यो र जो प्रथम थिए।
- यहोशू 24:14-15: मैले तिमीहरूलाई सृजन गरेको थियो, तिमीहरूले मेरो सेवा गर्नुहोस् अथवा मेरो प्रति अन्य देवताहरूमा धर्म गर्नुहोस् ।
- यूहन्ना 1:1-2: यहवे जो सबैभन्दा बड़ा हुनुहुन्छ र जो सबै कुराहरू बनाउनु हुन्थ्यो, वह हामीलाई अपना पुत्र येशू क्रिस्ट दिएको छ जसलाई हामी प्रतिनिधित्व गर्ने छौं ।

(Note: In the Nepali text, I have used the Devanagari script as requested.)"
यूहन्नाले लेखेको सुसमाचार 1:30,ne,"[{""verse_num"": 30, ""text"": ""\u0924\u094d\u092f\u094b \u0909\u0939\u0940 \u0939\u094b \u091c\u0938\u0915\u094b \u0935\u093f\u0937\u092f\u092e\u093e \u092e\u0948\u0932\u0947 \u092d\u0928\u0947\u0915\u094b \u0925\u093f\u090f\u0901\u0964 \u2018\u090f\u0915\u091c\u0928\u093e \u092a\u0941\u0930\u0941\u0937 \u092e\u0947\u0930\u094b \u092a\u091b\u093f \u0906\u0909\u0928\u0947\u0935\u093e\u0932\u093e \u0939\u0941\u0928\u0941\u0939\u0941\u0928\u094d\u091b \u091c\u094b \u092e\u092d\u0928\u094d\u0926\u093e \u092e\u0939\u093e\u0928 \u0939\u0941\u0928\u0941\u0939\u0941\u0928\u094d\u091b \u0915\u093f\u0928\u092d\u0928\u0947 \u0909\u0939\u093e \u092e\u092d\u0928\u094d\u0926\u093e \u092a\u0939\u093f\u0932\u0947 \u0928\u0948 \u0905\u0938\u094d\u0924\u093f\u0924\u094d\u0935\u092e\u093e \u0939\u0941\u0928\u0941 \u0939\u0941\u0928\u094d\u0925\u094d\u092f\u094b\u0964\u2019""}]",1. यूहannāले लेखेको सुसमाचार 1:30मा मुख्य theme हो जसले प्रथम अस्तित्वमा हुनु हुने महान पुरुषको प्रतिनिधित्व गरिने केही व्यक्ति मेरो पछि आउने छैन जसलाई मैले भनेको थिएँ ।,"2. यहाँ 'महान पुरुष' परिबर्तन रूपमा 'येशू क्रिस्ट' प्रतीत गरिन्छ, जो सृष्टिको शुरुआत मा पहिले थिए र सारा संसारको सृजना-नाश गर्ने सक्षम छन्। यी वाक्यahave यहूदी समाजमा प्रचलित विचार समेत महत्वपूर्ण सन्देश हो, कि येशू क्रिस्ट सबैभन्दा महान हुनुहुन्छ।","3. समान theme र सन्देश अवलोकन गर्न सकिने बाइबल सन्देशहरू:

- उत्पत्तिको पुस्तक 1:1-3: यहवे, सबैभन्दा बड़ा सिद्ध हुनुहुन्छ जसले सबै कुराहरू बनाउनु हुन्थ्यो र जो प्रथम थिए।
- यहोशू 24:14-15: मैले तिमीहरूलाई सृजन गरेको थियो, तिमीहरूले मेरो सेवा गर्नुहोस् अथवा मेरो प्रति अन्य देवताहरूमा धर्म गर्नुहोस् ।
- यूहन्ना 1:1-2: यहवे जो सबैभन्दा बड़ा हुनुहुन्छ र जो सबै कुराहरू बनाउनु हुन्थ्यो, वह हामीलाई अपना पुत्र येशू क्रिस्ट दिएको छ जसलाई हामी प्रतिनिधित्व गर्ने छौं ।

(Note: In the Nepali text, I have used the Devanagari script as requested.)"
यूहन्नाले लेखेको सुसमाचार 1:33,ne,"[{""verse_num"": 33, ""text"": ""[This verse may not be a part of this translation]""}]",1. ठीक १ यूहन्नाले लेखेको सुसमाचार १:३३को प्राथमिक theme प्रकाश गरिने कुरा हो।,"2. यहूदा क्षेत्रमा यहोशू केन्द्रित हुने समय, यहोशूको प्रकाशन गरिने ठीक १:३३ को कुरा हो। यहोशू प्रकाश गरिएको समयमा, यहोशूलाई रोजगारी काम गरिरहेका लोग तिनलाई चिन्तित गरिरहन्थ्यो र तिनलाई रूखा-पर्ण लगाइरहन्थ्यो। यहोशू प्रकाश गर्ने समयमा, उनले रोजगारी काम गरिरहेका सबै लोग तिनलाई देखि चिन्तित गर्दै रोखा-पर्ण लगाएर खादन्थे। यो प्रकाशन गरिने कुरा सच्चाई र प्रवत्तन गर्ने कुराबाट प्रकाश गराइदेको छ।","3. समान theme र सन्देश विधान गरिने बाइबल सुरुक्षित संदेशहरू:

    - लेवी २:१: ""यहोवाहरू लाई तिमीहरूलाई धन र सम्पत्ति दिनु हुने छ जसले तिमीहरूलाई सच्चाई र प्रवत्तन गराउने छ।"" (यहोवाले दिएको धन र सम्पत्ति सच्चाई र प्रवत्तन गर्ने लागि हुन्छ।)
    - व्यवस्था १:२७: ""सच्चाई र प्रवत्तन गर्ने सदाकार लोग तिमीहरूलाई प्रसन्न गर्नेछन्।"" (सदाकारी लुगलाई सच्चाई र प्रवत्तन गर्ने लागि प्रशंसा दिने छ।)
    - मत्ती ५:१६: ""सच्चाई र प्रवत्तन गर्ने लोग तिनीहरूलाई धन र सम्पत्ति दिनु हुनेछन्।"" (सच्चाई र प्रवत्तन गर्ने लोगलाई धन र सम्पत्ति प्राप्त गर्ने छ।)"
यूहन्नाले लेखेको सुसमाचार 1:33,ne,"[{""verse_num"": 33, ""text"": ""[This verse may not be a part of this translation]""}]",1. ठीक १ यूहन्नाले लेखेको सुसमाचार १:३३को प्राथमिक theme प्रकाश गरिने कुरा हो।,"2. यहूदा क्षेत्रमा यहोशू केन्द्रित हुने समय, यहोशूको प्रकाशन गरिने ठीक १:३३ को कुरा हो। यहोशू प्रकाश गरिएको समयमा, यहोशूलाई रोजगारी काम गरिरहेका लोग तिनलाई चिन्तित गरिरहन्थ्यो र तिनलाई रूखा-पर्ण लगाइरहन्थ्यो। यहोशू प्रकाश गर्ने समयमा, उनले रोजगारी काम गरिरहेका सबै लोग तिनलाई देखि चिन्तित गर्दै रोखा-पर्ण लगाएर खादन्थे। यो प्रकाशन गरिने कुरा सच्चाई र प्रवत्तन गर्ने कुराबाट प्रकाश गराइदेको छ।","3. समान theme र सन्देश विधान गरिने बाइबल सुरुक्षित संदेशहरू:

    - लेवी २:१: ""यहोवाहरू लाई तिमीहरूलाई धन र सम्पत्ति दिनु हुने छ जसले तिमीहरूलाई सच्चाई र प्रवत्तन गराउने छ।"" (यहोवाले दिएको धन र सम्पत्ति सच्चाई र प्रवत्तन गर्ने लागि हुन्छ।)
    - व्यवस्था १:२७: ""सच्चाई र प्रवत्तन गर्ने सदाकार लोग तिमीहरूलाई प्रसन्न गर्नेछन्।"" (सदाकारी लुगलाई सच्चाई र प्रवत्तन गर्ने लागि प्रशंसा दिने छ।)
    - मत्ती ५:१६: ""सच्चाई र प्रवत्तन गर्ने लोग तिनीहरूलाई धन र सम्पत्ति दिनु हुनेछन्।"" (सच्चाई र प्रवत्तन गर्ने लोगलाई धन र सम्पत्ति प्राप्त गर्ने छ।)"
I John 1:3-33,en,"[{""verse_num"": 3, ""text"": ""That which we have seen and heard declare we unto you, that ye also may have fellowship with us: and truly our fellowship is with the Father, and with his Son Jesus Christ.""}, {""verse_num"": 4, ""text"": ""And these things write we unto you, that your joy may be full.""}, {""verse_num"": 5, ""text"": ""This then is the message which we have heard of him, and declare unto you, that God is light, and in him is no darkness at all.""}, {""verse_num"": 6, ""text"": ""If we say that we have fellowship with him, and walk in darkness, we lie, and do not the truth:""}, {""verse_num"": 7, ""text"": ""But if we walk in the light, as he is in the light, we have fellowship one with another, and the blood of Jesus Christ his Son cleanseth us from all sin.""}, {""verse_num"": 8, ""text"": ""If we say that we have no sin, we deceive ourselves, and the truth is not in us.""}, {""verse_num"": 9, ""text"": ""If we confess our sins, he is faithful and just to forgive us our sins, and to cleanse us from all unrighteousness.""}, {""verse_num"": 10, ""text"": ""If we say that we have not sinned, we make him a liar, and his word is not in us. ""}]",1. The main theme of this passage from 1 John is fellowship with God and the importance of truth and confession of sin in maintaining that fellowship.,"2. This passage emphasizes the importance of declaring what the disciples have seen and heard about Jesus Christ, so others can also have fellowship with them, and more importantly, with the Father and his Son (1 John 1:3). The author writes these things to ensure the readers' joy may be full (1 John 1:4). The message they received is that God is light, and there is no darkness in him at all (1 John 1:5). If one claims to have fellowship with God but walks in darkness, they are lying and not practicing the truth (1 John 1:6). However, if they walk in the light as he is in the light, they have fellowship with one another, and the blood of Jesus cleanses them from all sin (1 John 1:7).

Confessing sins is crucial, as acknowledging sin and wrongdoing demonstrates faithfulness and justness, allowing for forgiveness and cleansing from unrighteousness (1 John 1:9). Denying sin or claiming not to sin makes God a liar, implying that his word is not in the person denying their sin (1 John 1:10).","3. Related verses that share similar themes or messages include:

- John 8:31-32: ""If you continue in my word, you are truly my disciples, and you will know the truth, and the truth will make you free."" (Emphasizing the significance of truth and following God's word for freedom and genuine discipleship.)

- James 5:16: ""Therefore, confess your sins to one another and pray for one another, that you may be healed. The prayer of a righteous person has great power as it is working."" (Highlighting the importance of confession of sins for healing and prayer's power.)

- 1 John 1:5-7, 9: ""God is light, and in him is no darkness at all. If we say we have fellowship with him while we walk in darkness, we lie and do not live according to the truth. But if we walk in the light, as he is in the light, we have fellowship with one another, and the blood of Jesus, his Son, cleanses us from all sin... If we confess our sins, he is faithful and just and will forgive us our sins and purify us from all unrighteousness."" (Reiterating the themes of God's light, fellowship, confession of sins, and forgiveness.)"
I John 1:3,en,"[{""verse_num"": 3, ""text"": ""That which we have seen and heard declare we unto you, that ye also may have fellowship with us: and truly our fellowship is with the Father, and with his Son Jesus Christ.""}]",1. The main theme of this passage from 1 John 1:3 is the fellowship that believers have with God and with each other through the testimony of what they have seen and heard about Jesus Christ.,"2. In this verse, John emphasizes the importance of sharing the gospel message - ""that which we have seen and heard"" - so that others can also experience the fellowship that he and his fellow believers enjoy. The word ""fellowship"" (koinonia in Greek) means a close association or community, and here it refers to a shared spiritual relationship between believers and God. Specifically, John says that their fellowship is ""with the Father, and with his Son Jesus Christ."" This highlights the triune nature of God and the central role of Jesus Christ in the Christian faith. By sharing the gospel message, John invites others to participate in this intimate relationship with God.","3. Related Bible verses include:

a. John 14:23: ""Jesus answered and said unto him, If a man love me, he will keep my words: and my Father will love him, and we will come unto him, and make our abode with him."" (NKJV) - This verse shares a similar theme of the close relationship between God the Father, Jesus Christ, and the believer. When a person loves and obeys Jesus, God makes His dwelling with that individual, fostering a deep sense of fellowship.

b. Acts 2:42: ""And they continued steadfastly in the apostles' doctrine and fellowship, in the breaking of bread, and in prayers."" (NKJV) - This verse speaks of the early church's dedication to the teachings of the apostles, which included the gospel message. Through their adherence to these teachings, they experienced fellowship with one another and with God, as demonstrated by their regular prayers and participation in the Lord's Supper. This fellowship mirrors the one John describes in 1 John 1:3.

In both of these verses, the theme of fellowship between believers and God is strongly emphasized, aligning with the message of 1 John 1:3."
